ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
00202.HK,润中国际控股,润中国际控股有限公司,EverChina Int'l Holdings Co. Ltd.,RZGJKG,主板,L,20000831,,5000.0,HK0000062734,HKD
00204.HK,中国投资开发,中国投资开发有限公司,China Investment Development Limited,ZGTZKF,主板,L,20001212,,20000.0,BMG2115B1303,HKD
00205.HK,财讯传媒,财讯传媒集团有限公司,SEEC Media Group Limited,CXCM,主板,L,19930105,,20000.0,BMG8012K1154,HKD
00206.HK,华商国际海洋控股,华商国际海洋能源科技控股有限公司,"CMIC Ocean En-Tech Holding Co., Ltd.",HSGJHYKG,主板,L,20090605,,1000.0,KYG2124A1076,HKD
00207.HK,大悦城地产,大悦城地产有限公司,Joy City Property Limited,DYCDC,主板,L,19730306,,2000.0,BMG5210S1061,HKD
00208.HK,保利达资产,保利达资产控股有限公司,Polytec Asset Holdings Ltd.,BLDZC,主板,L,19980909,,5000.0,KYG716591170,HKD
00209.HK,瀛晟科学,瀛晟科学有限公司,Winshine Science Company Limited,YSKX,主板,L,20020306,,4000.0,BMG9723F1068,HKD
00210.HK,达芙妮国际,达芙妮国际控股有限公司,Daphne International Holdings Limited,DFNGJ,主板,L,19951103,,2000.0,KYG2830J1031,HKD
00211.HK,STYLAND HOLD,大凌集团有限公司,Styland Holdings Ltd.,STYLANDHOL,主板,L,19911205,,10000.0,BMG8540A1678,HKD
00212.HK,NANYANG HOLD,南洋集团有限公司,Nanyang Holdings Limited,NANYANGHOL,主板,L,19540915,,500.0,BMG6362N1011,HKD
00213.HK,NATIONAL ELEC H,乐声电子有限公司,National Electronics Holdings Ltd.,NATIONALEL,主板,L,19850204,,2000.0,BMG6374F1041,HKD
00214.HK,汇汉控股,汇汉控股有限公司,Asia Orient Holdings Limited,HHKG,主板,L,19860106,,2000.0,BMG0534H1189,HKD
00215.HK,和记电讯香港,和记电讯香港控股有限公司,Hutchison Telecommunications Hong Kong Holdings Limited,HJDXXG,主板,L,20090508,,2000.0,KYG4672G1064,HKD
00216.HK,建业实业,建业实业有限公司,Chinney Investments Limited,JYSY,主板,L,19730131,,4000.0,HK0216001088,HKD
00217.HK,中国诚通发展集团,中国诚通发展集团有限公司,China Chengtong Development Group Limited,ZGCTFZJT,主板,L,19720110,,2000.0,HK0217012357,HKD
00218.HK,申万宏源香港,申万宏源(香港)有限公司,Shenwan Hongyuan (H.K.) Limited,SWHYXG,主板,L,19730201,,5000.0,HK0218001102,HKD
00219.HK,顺豪物业,顺豪物业投资有限公司,Shun Ho Property Investments Ltd.,SHWY,主板,L,19730510,,2000.0,HK0219009344,HKD
00220.HK,统一企业中国,统一企业中国控股有限公司,Uni-President China Holdings Ltd.,TYQYZG,主板,L,20071217,,1000.0,KYG9222R1065,HKD
00221.HK,易易壹金融,易易壹金融集团有限公司,Easy One Financial Group Limited,YYYJR,主板,L,20021107,,10000.0,BMG2916W1010,HKD
00222.HK,闽信集团,闽信集团有限公司,Min Xin Holdings Ltd.,MXJT,主板,L,19820628,,2000.0,HK0222001130,HKD
00223.HK,易生活控股,易生活控股有限公司,Elife Holdings Limited,YSHKG,主板,L,20020410,,20000.0,KYG3002T1013,HKD
00224.HK,建生国际,建生国际集团有限公司,Pioneer Global Group Limited,JSGJ,主板,L,19700801,,4000.0,BMG7098N1002,HKD
00225.HK,博富临置业,博富临置业有限公司,Pokfulam Development Company Limited,BFLZY,主板,L,19721219,,2000.0,HK0225001145,HKD
00226.HK,力宝,力宝有限公司,Lippo Limited,LB,主板,L,19730301,,1000.0,HK0226001151,HKD
00227.HK,第一上海,第一上海投资有限公司,First Shanghai Investments Limited,DYSH,主板,L,19720824,,8000.0,HK0227001168,HKD
00228.HK,中能控股,中国能源开发控股有限公司,China Energy Development Holdings Limited,ZNKG,主板,L,20020218,,2000.0,KYG2153W1033,HKD
00229.HK,利民实业,利民实业有限公司,Raymond Industrial Ltd.,LMSY,主板,L,19841122,,1000.0,HK0229001182,HKD
00230.HK,五矿地产,五矿地产有限公司,Minmetals Land Limited,WKDC,主板,L,19911220,,2000.0,BMG6144P1014,HKD
00231.HK,平安证券集团控股,平安证券集团(控股)有限公司,Ping An Securities Group (Holdings) Limited,PAZQJTKG,主板,L,19721001,,40000.0,BMG7115B1211,HKD
00232.HK,中国航空工业国际,中国航空工业国际控股(香港)有限公司,AVIC International Holding (HK) Limited,ZGHKGYGJ,主板,L,19911212,,2000.0,BMG0719V1063,HKD
00233.HK,铭源医疗,铭源医疗发展有限公司,Shanghai Ming Yuan Holdings Limited,MYYL,主板,L,19860319,,10000.0,BMG6179J1036,HKD
00234.HK,新世纪集团,新世纪集团香港有限公司,New Century Group Hong Kong Limited,XSJJT,主板,L,19721124,,24000.0,BMG644581396,HKD
00235.HK,中策集团,中策集团有限公司,China Strategic Holdings Limited,ZCJT,主板,L,19721204,,5000.0,HK0235034623,HKD
00236.HK,香港生力啤,香港生力啤酒厂有限公司,San Miguel Brewery Hong Kong Limited,XGSLP,主板,L,19630722,,2000.0,HK0236001209,HKD
00237.HK,安全货仓,安全货仓有限公司,Safety Godown Co Ltd,AQHC,主板,L,19730109,,2000.0,HK0237001216,HKD
00238.HK,长兴国际,长兴国际(集团)控股有限公司,Evergreen International Holdings Limited,CXGJ,主板,L,20101104,,1000.0,KYG3225T1022,HKD
00239.HK,白花油,白花油国际有限公司,Pak Fah Yeow International Limited,BHY,主板,L,19911218,,2500.0,BMG6873Y1176,HKD
00240.HK,利基控股,利基控股有限公司,Build King Holdings Ltd.,LJKG,主板,L,19730315,,10000.0,BMG1675M1064,HKD
00241.HK,阿里健康,阿里健康信息技术有限公司,Alibaba Health Information Technology Limited,ALJK,主板,L,19720706,,2000.0,BMG0171K1018,HKD
00242.HK,信德集团,信德集团有限公司,Shun Tak Holdings Limited,XDJT,主板,L,19730125,,2000.0,HK0242001243,HKD
00243.HK,QPL INT'L,品质国际集团有限公司,QPL Interational Holdings Limited,QPLINT'L,主板,L,19870120,,9000.0,BMG7302M2037,HKD
00244.HK,先施,先施有限公司,"Sincere Co. Ltd., The",XS,主板,L,19210101,,1000.0,HK0244001258,HKD
00245.HK,中国民生金融,中国民生金融控股有限公司,China Minsheng Financial Holding Corporation Limited,ZGMSJR,主板,L,19720825,,10000.0,HK0000268943,HKD
00246.HK,瑞金矿业,瑞金矿业有限公司,REAL GOLD MINING LIMITED,RJKY,主板,L,20090223,,500.0,KYG740991057,HKD
00247.HK,TST PROPERTIES,尖沙咀置业集团有限公司,Tsim Sha Tsui Properties Ltd.,TSTPROPERT,主板,L,19720720,,2000.0,HK0247001271,HKD
00248.HK,香港通讯国际控股,香港通讯国际控股有限公司,HKC International Holdings Limited,XGTXGJKG,主板,L,20011109,,4000.0,KYG4515X1007,HKD
00250.HK,中国数码信息,中国数码信息有限公司,Sino-i Technology Limited,ZGSMXX,主板,L,19800207,,50000.0,HK0250031678,HKD
00251.HK,爪哇控股,爪哇控股有限公司,S E A Holdings Ltd.,ZWKG,主板,L,19731003,,2000.0,BMG7946B1000,HKD
00252.HK,华信地产财务,华信地产财务有限公司,Southeast Asia Properties & Finance Ltd.,HXDCCW,主板,L,19730301,,2000.0,HK0252001307,HKD
00253.HK,顺豪控股,顺豪控股有限公司,Shun Ho Holdings Ltd.,SHKG,主板,L,19801013,,2000.0,HK0253001314,HKD
00254.HK,国家联合资源,国家联合资源控股有限公司,National United Resources Holdings Limited,GJLHZY,主板,L,19721116,,10000.0,HK0000171519,HKD
00255.HK,龙记集团,龙记(百慕达)集团有限公司,Lung Kee (Bermuda) Holdings Limited,LJJT,主板,L,19930305,,2000.0,BMG5697D1011,HKD
00256.HK,冠城钟表珠宝,冠城钟表珠宝集团有限公司,Citychamp Watch & Jewellery Group Limited,GCZBZB,主板,L,19911210,,2000.0,KYG2161T1004,HKD
00257.HK,中国光大国际,中国光大国际有限公司,China Everbright International Ltd.,ZGGDGJ,主板,L,19970228,,1000.0,HK0257001336,HKD
00258.HK,汤臣集团,汤臣集团有限公司,Tomson Group Limited,TCJT,主板,L,19820726,,2000.0,KYG8917R1083,HKD
00259.HK,亿都(国际控股),亿都(国际控股)有限公司,Yeebo (International Holdings) Ltd.,YDGJKG,主板,L,19930901,,2000.0,BMG9835R1051,HKD
00260.HK,幸福控股,幸福控股(香港)有限公司,AVIC Joy Holdings (HK) Limited,XFKG,主板,L,19720801,,10000.0,HK0260032278,HKD
00261.HK,大湾区投资控股,大湾区投资控股集团有限公司,Greater Bay Area Investments Group Holdings Limited,DWQTZKG,主板,L,19911230,,80000.0,BMG4153U1036,HKD
00262.HK,迪臣发展国际,迪臣发展国际集团有限公司,Deson Development International Holdings Ltd.,DCFZGJ,主板,L,19970610,,5000.0,BMG2734F1656,HKD
00263.HK,高富集团控股,高富集团控股有限公司,GT Group Holdings Ltd.,GFJTKG,主板,L,19880406,,4000.0,HK0000493806,HKD
00264.HK,中联发展控股,中联发展控股集团有限公司,China International Development Corporation Limited,ZLFZKG,主板,L,20030312,,4000.0,KYG2121T1094,HKD
00265.HK,东胜旅游,东胜旅游集团有限公司,Orient Victory Travel Group Company Limited,DSLY,主板,L,19721212,,10000.0,KYG6777V1106,HKD
00266.HK,天德地产,天德地产有限公司,Tian Teck Land Limited,TDDC,主板,L,19860226,,2000.0,HK0266001368,HKD
00267.HK,中信股份,中国中信股份有限公司,CITIC Limited,ZXGF,主板,L,19860226,,1000.0,HK0267001375,HKD
00268.HK,金蝶国际,金蝶国际软件集团有限公司,Kingdee International Software Group Company Limited,JDGJ,主板,L,20050720,,1000.0,KYG525681477,HKD
00269.HK,中国资源交通,中国资源交通集团有限公司,China Resources and Transportation Group Limited,ZGZYJT,主板,L,19730319,,5000.0,KYG2162D1126,HKD
00270.HK,粤海投资,粤海投资有限公司,Guangdong Investment Ltd.,YHTZ,主板,L,19930108,,2000.0,HK0270001396,HKD
00271.HK,亚证地产,亚证地产有限公司,Asiasec Properties Limited,YZDC,主板,L,19730228,,1000.0,HK0271007608,HKD
00272.HK,瑞安房地产,瑞安房地产有限公司,Shui On Land Limited,RAFDC,主板,L,20061004,,500.0,KYG811511131,HKD
00273.HK,茂宸集团,茂宸集团控股有限公司,Mason Group Holdings Limited,MCJT,主板,L,19730111,,20000.0,HK0000227089,HKD
00274.HK,中富资源,中富资源有限公司,China Billion Resources Limited,ZFZY,主板,L,20001218,,40000.0,KYG2115F1155,HKD
00275.HK,凯华集团,凯华集团有限公司,Master Glory Group Limited,KHJT,主板,L,19911216,,10000.0,BMG5891T1264,HKD
00276.HK,蒙古能源,蒙古能源有限公司,Mongolia Energy Corporation Limited,MGNY,主板,L,19720823,,3000.0,BMG6260K1348,HKD
00277.HK,太兴置业,太兴置业有限公司,Tern Properties Co. Ltd.,TXZY,主板,L,19890104,,2000.0,HK0277001415,HKD
00278.HK,华厦置业,华厦置业有限公司,Wah Ha Realty Co. Ltd.,HXZY,主板,L,19720424,,2000.0,HK0278001422,HKD
00279.HK,民众金融科技,民众金融科技控股有限公司,Freeman FinTech Corporation Limited,MZJRKJ,主板,L,19880511,,6000.0,KYG366302787,HKD
00280.HK,景福集团,景福集团有限公司,King Fook Holdings Ltd.,JFJT,主板,L,19880328,,2000.0,HK0280001436,HKD
00281.HK,川河集团,川河集团有限公司,Rivera (Holdings) Ltd.,CHJT,主板,L,19730123,,2000.0,HK0281001443,HKD
00282.HK,壹传媒,壹传媒有限公司,Next Digital Limited,YCM,主板,L,19810806,,10000.0,HK0000271764,HKD
00285.HK,比亚迪电子,比亚迪电子(国际)有限公司,BYD Electronic (International) Company Limited,BYDDZ,主板,L,20071220,,500.0,HK0285041858,HKD
00286.HK,爱帝宫,爱帝宫母婴健康股份有限公司,Aidigong Maternal & Child Health Limited,ADG,主板,L,19900907,,2000.0,BMG0133U1062,HKD
00287.HK,永发置业,永发置业有限公司,Winfair Investment Co. Ltd.,YFZY,主板,L,19730315,,2000.0,HK0287001470,HKD
00288.HK,万洲国际,万洲国际有限公司,WH Group Limited,WZGJ,主板,L,20140805,,500.0,KYG960071028,HKD
00289.HK,WING ON CO,永安国际有限公司,Wing On Company International Limited,WINGONCO,主板,L,19210101,,1000.0,BMG970561087,HKD
00290.HK,中国富强金融,中国富强金融集团有限公司,China Fortune Financial Group Limited,ZGFQJR,主板,L,20010503,,2000.0,KYG2118A1058,HKD
00291.HK,华润啤酒,华润啤酒(控股)有限公司,China Resources Beer (Holdings) Company Limited,HRPJ,主板,L,19731115,,2000.0,HK0291001490,HKD
00292.HK,泛海酒店,泛海酒店集团有限公司,Asia Standard Hotel Group Ltd.,FHJD,主板,L,19880922,,10000.0,BMG0535U1751,HKD
00293.HK,国泰航空,国泰航空有限公司,Cathay Pacific Airways Limited,GTHK,主板,L,19860515,,1000.0,HK0293001514,HKD
00294.HK,长江制衣,长江制衣有限公司,Yangtzekiang Garment Limited,CJZY,主板,L,19700915,,1000.0,HK0294001521,HKD
00295.HK,江山控股,江山控股有限公司,Kong Sun Holdings Limited,JSKG,主板,L,19701128,,25000.0,HK0000120151,HKD
00296.HK,英皇娱乐酒店,英皇娱乐酒店有限公司,Emperor Entertainment Hotel Limited,YHYLJD,主板,L,19881230,,5000.0,BMG313891027,HKD
00297.HK,中化化肥,中化化肥控股有限公司,Sinofert Holdings Limited,ZHHF,主板,L,19960930,,2000.0,BMG8403G1033,HKD
00298.HK,庄士中国,庄士中国投资有限公司,Chuang's China Investments Limited,ZSZG,主板,L,19800123,,10000.0,BMG2122W1010,HKD
00299.HK,宝新置地,宝新置地集团有限公司,Glory  Sun  Land  Group  Limited,BXZD,主板,L,20040430,,5000.0,KYG3997X1170,HKD
00302.HK,中手游,中手游科技集团有限公司,CMGE Technology Group Limited,ZSY,主板,L,20191031,,2000.0,KYG2347J1094,HKD
00303.HK,VTECH HOLDINGS,伟易达集团有限公司,VTech Holdings Limited,VTECHHOLDI,主板,L,19921105,,100.0,BMG9400S1329,HKD
00305.HK,五菱汽车,五菱汽车集团控股有限公司,Wuling Motors Holdings Limited,WLQC,主板,L,19921123,,10000.0,BMG9604B1090,HKD
00306.HK,冠忠巴士集团,冠忠巴士集团有限公司,Kwoon Chung Bus Holdings Limited,GZBSJT,主板,L,19960925,,2000.0,BMG5330P1077,HKD
00307.HK,优派能源发展,优派能源发展集团有限公司,Up Energy Development Group Limited,YPNYFZ,主板,L,19921202,,2000.0,BMG9289C1257,HKD
00308.HK,香港中旅,香港中旅国际投资有限公司,China Travel International Investment Hong Kong Ltd.,XGZL,主板,L,19921111,,2000.0,HK0308001558,HKD
00309.HK,新华通讯频媒,新华通讯频媒控股有限公司,Xinhua News Media Holdings Limited,XHTXPM,主板,L,20030725,,1000.0,KYG5699G1367,HKD
00310.HK,嘉进投资国际,嘉进投资国际有限公司,Prosperity Investment Holdings Limited,JJTZGJ,主板,L,19921221,,15000.0,BMG727401637,HKD
00311.HK,联泰控股,联泰控股有限公司,Luen Thai Holdings Ltd.,LTKG,主板,L,20040715,,1000.0,KYG5697P1046,HKD
00312.HK,岁宝百货,岁宝百货控股(中国)有限公司,Shirble Department Store Holdings (China) Limited,SBBH,主板,L,20101117,,2000.0,KYG810871015,HKD
00313.HK,裕田中国,裕田中国发展有限公司,Richly Field China Development Limited,YTZG,主板,L,19930105,,50000.0,BMG7568A1099,HKD
00315.HK,数码通电讯,数码通电讯集团有限公司,SmarTone Telecommunications Holdings Limited,SMTDX,主板,L,19961031,,500.0,BMG8219Z1059,HKD
00316.HK,东方海外国际,东方海外(国际)有限公司,Orient Overseas (International) Ltd.,DFHWGJ,主板,L,19920731,,500.0,BMG677491539,HKD
00317.HK,中船防务,中船海洋与防务装备股份有限公司,CSSC Offshore & Marine Engineering (Group) Company Limited,ZCFW,主板,L,19930806,,2000.0,CNE100000395,HKD
00318.HK,黄河实业,黄河实业有限公司,Vongroup Ltd.,HHSY,主板,L,20011009,,5000.0,KYG9387J1132,HKD
00320.HK,金宝通,金宝通集团有限公司,Computime Group Limited,JBT,主板,L,20061009,,2000.0,KYG2341T1031,HKD
00321.HK,德永佳集团,德永佳集团有限公司,Texwinca Holdings Limited,DYJJT,主板,L,19920806,,2000.0,BMG8770Z1068,HKD
00322.HK,康师傅控股,康师傅控股有限公司,Tingyi (Cayman Islands) Holding Corp.,KSFKG,主板,L,19960205,,2000.0,KYG8878S1030,HKD
00323.HK,马鞍山钢铁股份,马鞍山钢铁股份有限公司,Maanshan Iron & Steel Company Limited,MASGTGF,主板,L,19931103,,2000.0,CNE1000003R8,HKD
00326.HK,中国星集团,中国星集团有限公司,China Star Entertainment Limited,ZGXJT,主板,L,19921112,,10000.0,BMG8437G3195,HKD
00327.HK,百富环球,百富环球科技有限公司,PAX Global Technology Limited,BFHQ,主板,L,20101220,,1000.0,BMG6955J1036,HKD
00328.HK,ALCO HOLDINGS,爱高集团有限公司,Alco Holdings Limited,ALCOHOLDIN,主板,L,19921127,,2000.0,BMG0154K1027,HKD
00329.HK,东建国际,东建国际控股有限公司,OCI International Holdings Limited,DJGJ,主板,L,20010509,,4000.0,KYG6706E1061,HKD
00330.HK,思捷环球,思捷环球控股有限公司,Esprit Holdings Limited,SJHQ,主板,L,19931209,,100.0,BMG3122U1457,HKD
00331.HK,丰盛服务集团,丰盛服务集团有限公司,FSE Services Group Limited,FSFWJT,主板,L,20151210,,1000.0,KYG3727N1088,HKD
00332.HK,元亨燃气,元亨燃气控股有限公司,Yuan Heng Gas Holdings Limited,YHRQ,主板,L,19920925,,4000.0,BMG9877V1054,HKD
00333.HK,黛丽斯国际,黛丽斯国际有限公司,Top Form International Ltd.,DLSGJ,主板,L,19911216,,2000.0,BMG8922H1299,HKD
00334.HK,华显光电,华显光电技术控股有限公司,China Display Optoelectronics Technology Holdings Limited,HXGD,主板,L,19970618,,8000.0,BMG2120L1072,HKD
00335.HK,美建集团,美建集团有限公司,Upbest Group Ltd.,MJJT,主板,L,20001018,,2000.0,KYG9288X1043,HKD
00336.HK,华宝国际,华宝国际控股有限公司,Huabao International Holdings Limited,HBGJ,主板,L,19920122,,1000.0,BMG4639H1227,HKD
00337.HK,绿地香港,绿地香港控股有限公司,Greenland Hong Kong Holdings Limited,LDXG,主板,L,20061010,,1000.0,KYG4587S1049,HKD
00338.HK,上海石油化工股份,中国石化上海石油化工股份有限公司,Sinopec Shanghai Petrochemical Company Limitde,SHSYHGGF,主板,L,19930726,,2000.0,CNE1000004C8,HKD
00339.HK,核心经济投资,核心经济投资集团有限公司,Core Economy Investment Group Limited,HXJJTZ,主板,L,20000726,,10000.0,BMG2423L1019,HKD
00340.HK,潼关黄金,潼关黄金集团有限公司,Tongguan Gold Group Limited,TGHJ,主板,L,19970326,,2000.0,BMG2119G1197,HKD
00341.HK,大家乐集团,大家乐集团有限公司,Cafe de Coral Holdings Ltd.,DJLJT,主板,L,19860716,,2000.0,BMG1744V1037,HKD
00342.HK,新海能源,新海能源集团有限公司,New Ocean Energy Holdings Limited,XHNY,主板,L,19930303,,2000.0,BMG6469T1009,HKD
00343.HK,文化传信,文化传信集团有限公司,Culturecom Holdings Limited,WHCX,主板,L,19860812,,5000.0,BMG2587F2058,HKD
00345.HK,VITASOY INT'L,维他奶国际集团有限公司,Vitasoy International Holdings Ltd.,VITASOYINT,主板,L,19940330,,2000.0,HK0345001611,HKD
00346.HK,延长石油国际,延长石油国际有限公司,Yanchang Petroleum International Limited,YCSYGJ,主板,L,20010419,,10000.0,BMG9833W1064,HKD
00347.HK,鞍钢股份,鞍钢股份有限公司,Angang Steel Company Limited,AGGF,主板,L,19970724,,2000.0,CNE1000001V4,HKD
00348.HK,中国智能健康,中国智能健康控股有限公司,China Healthwise Holdings Limited,ZGZNJK,主板,L,19970930,,50000.0,KYG2120E1035,HKD
00351.HK,亚洲能源物流,亚洲能源物流集团有限公司,Asia Energy Logistics Group Limited,YZNYWL,主板,L,19920818,,10000.0,HK0000527306,HKD
00352.HK,富阳,富阳(中国)控股有限公司,Fortune Sun (China) Holdings Limited,FY,主板,L,20060705,,2000.0,KYG364261076,HKD
00353.HK,能源国际投资,能源国际投资控股有限公司,Energy International Investments Holdings Limited,NYGJTZ,主板,L,20010726,,20000.0,KYG3041H1184,HKD
